"geneSymbol","modelName","tissue","cancerType","fc_clean","bf_scaled","modelId","geneId","isPanCancer","source"
"FFAR2","Mel-285","Eye","Melanoma","0.06221","3.966","SIDM01793","SIDG09032","","Broad"
"ACADL","Mel-285","Eye","Melanoma","0.06227","4.039","SIDM01793","SIDG00174","","Broad"
"CPD","Mel-285","Eye","Melanoma","0.06228","4.017","SIDM01793","SIDG05312","","Broad"
"FAM9C","Mel-285","Eye","Melanoma","0.06229","4.039","SIDM01793","SIDG08347","","Broad"
"ADH4","Mel-285","Eye","Melanoma","0.06229","4.039","SIDM01793","SIDG00497","","Broad"
"SAMD14","Mel-285","Eye","Melanoma","0.0623","3.97","SIDM01793","SIDG33655","","Broad"
"BIN1","Mel-285","Eye","Melanoma","0.06233","3.97","SIDM01793","SIDG02296","","Broad"
"FXYD5","Mel-285","Eye","Melanoma","0.06233","4.203","SIDM01793","SIDG09642","","Broad"
"PPARD","Mel-285","Eye","Melanoma","0.06241","4.017","SIDM01793","SIDG25345","","Broad"
"SENP8","Mel-285","Eye","Melanoma","0.06245","4.018","SIDM01793","SIDG34067","","Broad"
"TRANK1","Mel-285","Eye","Melanoma","0.06249","3.968","SIDM01793","SIDG38620","","Broad"
"SLC2A5","Mel-285","Eye","Melanoma","0.06251","4.041","SIDM01793","SIDG34546","","Broad"
"PLIN5","Mel-285","Eye","Melanoma","0.06252","4.023","SIDM01793","SIDG25028","","Broad"
"PRSS58","Mel-285","Eye","Melanoma","0.06263","3.868","SIDM01793","SIDG25999","","Broad"
"KCNT2","Mel-285","Eye","Melanoma","0.06264","4.024","SIDM01793","SIDG13588","","Broad"
"CRYBA1","Mel-285","Eye","Melanoma","0.06272","3.97","SIDM01793","SIDG05456","","Broad"
"SLC25A36","Mel-285","Eye","Melanoma","0.06273","4.021","SIDM01793","SIDG34844","","Broad"
"C1orf198","Mel-285","Eye","Melanoma","0.06275","3.869","SIDM01793","SIDG02718","","Broad"
"H3C3","Mel-285","Eye","Melanoma","0.06277","4.025","SIDM01793","SIDG11336","","Broad"
"PBRM1","Mel-285","Eye","Melanoma","0.06279","4.02","SIDM01793","SIDG23994","","Broad"
"STKLD1","Mel-285","Eye","Melanoma","0.0628","3.917","SIDM01793","SIDG36740","","Broad"
"CPNE5","Mel-285","Eye","Melanoma","0.0628","4.207","SIDM01793","SIDG05338","","Broad"
"RBP4","Mel-285","Eye","Melanoma","0.06292","4.208","SIDM01793","SIDG26926","","Broad"
"PCDHGC5","Mel-285","Eye","Melanoma","0.06298","3.972","SIDM01793","SIDG24108","","Broad"
"ARRDC2","Mel-285","Eye","Melanoma","0.063","4.023","SIDM01793","SIDG01570","","Broad"
"NTHL1","Mel-285","Eye","Melanoma","0.06304","3.922","SIDM01793","SIDG22372","","Broad"
"TENT4A","Mel-285","Eye","Melanoma","0.06306","4.023","SIDM01793","SIDG23892","","Broad"
"STAR","Mel-285","Eye","Melanoma","0.06308","3.973","SIDM01793","SIDG36661","","Broad"
"SH2D1B","Mel-285","Eye","Melanoma","0.06308","4.209","SIDM01793","SIDG34324","","Broad"
"CBLN1","Mel-285","Eye","Melanoma","0.0631","3.919","SIDM01793","SIDG03562","","Broad"
"MSGN1","Mel-285","Eye","Melanoma","0.06311","4.028","SIDM01793","SIDG20307","","Broad"
"SFMBT1","Mel-285","Eye","Melanoma","0.06315","4.045","SIDM01793","SIDG34260","","Broad"
"LILRB4","Mel-285","Eye","Melanoma","0.06317","3.973","SIDM01793","SIDG14617","","Broad"
"CACNB3","Mel-285","Eye","Melanoma","0.06322","3.924","SIDM01793","SIDG03322","","Broad"
"SLC14A2","Mel-285","Eye","Melanoma","0.06324","4.046","SIDM01793","SIDG34688","","Broad"
"SFTA3","Mel-285","Eye","Melanoma","0.06325","3.872","SIDM01793","SIDG34278","","Broad"
"MAP7D3","Mel-285","Eye","Melanoma","0.06326","4.029","SIDM01793","SIDG17232","","Broad"
"SFRP5","Mel-285","Eye","Melanoma","0.06327","4.029","SIDM01793","SIDG34271","","Broad"
"RAB30","Mel-285","Eye","Melanoma","0.06328","3.977","SIDM01793","SIDG26537","","Broad"
"ZNF573","Mel-285","Eye","Melanoma","0.06331","3.974","SIDM01793","SIDG42117","","Broad"
"MRFAP1L1","Mel-285","Eye","Melanoma","0.06337","4.025","SIDM01793","SIDG19991","","Broad"
"PCDHB12","Mel-285","Eye","Melanoma","0.06338","4.212","SIDM01793","SIDG24076","","Broad"
"DMXL1","Mel-285","Eye","Melanoma","0.0634","4.026","SIDM01793","SIDG06687","","Broad"
"CLDN1","Mel-285","Eye","Melanoma","0.06342","4.025","SIDM01793","SIDG04783","","Broad"
"H4C5","Mel-285","Eye","Melanoma","0.06344","3.874","SIDM01793","SIDG11349","","Broad"
"AKR7A3","Mel-285","Eye","Melanoma","0.06348","4.212","SIDM01793","SIDG00782","","Broad"
"SIX5","Mel-285","Eye","Melanoma","0.06349","3.926","SIDM01793","SIDG34498","","Broad"
"PDK1","Mel-285","Eye","Melanoma","0.06352","3.979","SIDM01793","SIDG24271","","Broad"
"AP3S2","Mel-285","Eye","Melanoma","0.06353","3.922","SIDM01793","SIDG01196","","Broad"
"MAP7D2","Mel-285","Eye","Melanoma","0.06366","3.927","SIDM01793","SIDG17231","","Broad"
"RXRB","Mel-285","Eye","Melanoma","0.06369","3.98","SIDM01793","SIDG33554","","Broad"
"RBM12","Mel-285","Eye","Melanoma","0.06374","4.027","SIDM01793","SIDG26818","","Broad"
"PRAMEF2","Mel-285","Eye","Melanoma","0.06382","4.033","SIDM01793","SIDG25649","","Broad"
"KIR3DL1","Mel-285","Eye","Melanoma","0.06383","4.029","SIDM01793","SIDG13784","","Broad"
"IFFO1","Mel-285","Eye","Melanoma","0.06397","4.03","SIDM01793","SIDG12307","","Broad"
"SLC2A1","Mel-285","Eye","Melanoma","0.06398","3.979","SIDM01793","SIDG34537","","Broad"
"EVA1A","Mel-285","Eye","Melanoma","0.06398","4.052","SIDM01793","SIDG08174","","Broad"
"AGER","Mel-285","Eye","Melanoma","0.06406","4.052","SIDM01793","SIDG00608","","Broad"
"MFN1","Mel-285","Eye","Melanoma","0.06415","4.031","SIDM01793","SIDG17657","","Broad"
"LBH","Mel-285","Eye","Melanoma","0.06418","3.879","SIDM01793","SIDG14422","","Broad"
"FBXO44","Mel-285","Eye","Melanoma","0.06422","4.036","SIDM01793","SIDG08909","","Broad"
"HGH1","Mel-285","Eye","Melanoma","0.06423","3.984","SIDM01793","SIDG11221","","Broad"
"SERPINA5","Mel-285","Eye","Melanoma","0.06428","4.031","SIDM01793","SIDG34154","","Broad"
"ALKBH6","Mel-285","Eye","Melanoma","0.0643","3.982","SIDM01793","SIDG00867","","Broad"
"CSN3","Mel-285","Eye","Melanoma","0.06431","3.985","SIDM01793","SIDG05519","","Broad"
"CFHR4","Mel-285","Eye","Melanoma","0.06441","3.881","SIDM01793","SIDG04469","","Broad"
"ZNF512B","Mel-285","Eye","Melanoma","0.06445","4.055","SIDM01793","SIDG42057","","Broad"
"MTA1","Mel-285","Eye","Melanoma","0.06446","4.034","SIDM01793","SIDG20439","","Broad"
"LIN7A","Mel-285","Eye","Melanoma","0.06449","4.033","SIDM01793","SIDG14635","","Broad"
"BTNL8","Mel-285","Eye","Melanoma","0.06451","3.983","SIDM01793","SIDG02634","","Broad"
"APOL1","Mel-285","Eye","Melanoma","0.06455","3.934","SIDM01793","SIDG01268","","Broad"
"MTX2","Mel-285","Eye","Melanoma","0.06456","3.93","SIDM01793","SIDG21033","","Broad"
"RNF144B","Mel-285","Eye","Melanoma","0.06463","4.034","SIDM01793","SIDG29138","","Broad"
"DELE1","Mel-285","Eye","Melanoma","0.06469","3.931","SIDM01793","SIDG06360","","Broad"
"LMNA","Mel-285","Eye","Melanoma","0.06474","3.931","SIDM01793","SIDG16660","","Broad"
"TRIM55","Mel-285","Eye","Melanoma","0.06475","3.931","SIDM01793","SIDG39120","","Broad"
"DCAF12L1","Mel-285","Eye","Melanoma","0.06476","4.04","SIDM01793","SIDG06103","","Broad"
"USP3","Mel-285","Eye","Melanoma","0.06483","4.036","SIDM01793","SIDG40457","","Broad"
"DBNL","Mel-285","Eye","Melanoma","0.06486","3.884","SIDM01793","SIDG06084","","Broad"
"PCDHB1","Mel-285","Eye","Melanoma","0.06488","4.037","SIDM01793","SIDG24065","","Broad"
"CHRNA1","Mel-285","Eye","Melanoma","0.0649","3.989","SIDM01793","SIDG04627","","Broad"
"JADE1","Mel-285","Eye","Melanoma","0.0649","4.059","SIDM01793","SIDG13367","","Broad"
"PNMA2","Mel-285","Eye","Melanoma","0.06493","4.036","SIDM01793","SIDG25138","","Broad"
"HPN","Mel-285","Eye","Melanoma","0.06495","4.224","SIDM01793","SIDG11922","","Broad"
"KBTBD6","Mel-285","Eye","Melanoma","0.065","3.933","SIDM01793","SIDG13466","","Broad"
"PTBP3","Mel-285","Eye","Melanoma","0.06503","3.885","SIDM01793","SIDG26179","","Broad"
"ARFIP2","Mel-285","Eye","Melanoma","0.06507","3.987","SIDM01793","SIDG01349","","Broad"
"LRRC39","Mel-285","Eye","Melanoma","0.06511","4.06","SIDM01793","SIDG16844","","Broad"
"MFAP3L","Mel-285","Eye","Melanoma","0.06512","4.038","SIDM01793","SIDG17651","","Broad"
"SLURP1","Mel-285","Eye","Melanoma","0.06514","3.886","SIDM01793","SIDG35056","","Broad"
"SPOCK1","Mel-285","Eye","Melanoma","0.06524","4.043","SIDM01793","SIDG36329","","Broad"
"PCDHGA12","Mel-285","Eye","Melanoma","0.06524","3.939","SIDM01793","SIDG24096","","Broad"
"SMG9","Mel-285","Eye","Melanoma","0.06525","4.039","SIDM01793","SIDG35142","","Broad"
"STK33","Mel-285","Eye","Melanoma","0.0653","4.062","SIDM01793","SIDG36732","","Broad"
"SNTN","Mel-285","Eye","Melanoma","0.06536","4.041","SIDM01793","SIDG35951","","Broad"
"TUSC3","Mel-285","Eye","Melanoma","0.06545","3.99","SIDM01793","SIDG39975","","Broad"
"HPCA","Mel-285","Eye","Melanoma","0.06549","4.042","SIDM01793","SIDG11910","","Broad"
"MCF2","Mel-285","Eye","Melanoma","0.0655","3.941","SIDM01793","SIDG17407","","Broad"
"GNB1","Mel-285","Eye","Melanoma","0.06551","3.994","SIDM01793","SIDG10295","","Broad"
"ELF4","Mel-285","Eye","Melanoma","0.06553","3.937","SIDM01793","SIDG07655","","Broad"
"ALKBH1","Mel-285","Eye","Melanoma","0.06554","3.991","SIDM01793","SIDG00861","","Broad"
"TRIM47","Mel-285","Eye","Melanoma","0.06555","3.937","SIDM01793","SIDG39097","","Broad"
"SENP7","Mel-285","Eye","Melanoma","0.06556","3.991","SIDM01793","SIDG34066","","Broad"
"SLC2A12","Mel-285","Eye","Melanoma","0.0656","3.991","SIDM01793","SIDG34553","","Broad"
"PECR","Mel-285","Eye","Melanoma","0.06561","4.064","SIDM01793","SIDG24331","","Broad"
"TRABD2B","Mel-285","Eye","Melanoma","0.06562","4.042","SIDM01793","SIDG38536","","Broad"
"MED24","Mel-285","Eye","Melanoma","0.06564","3.995","SIDM01793","SIDG17518","","Broad"
"TOP1MT","Mel-285","Eye","Melanoma","0.06567","4.046","SIDM01793","SIDG38339","","Broad"
"TSHZ1","Mel-285","Eye","Melanoma","0.06569","3.938","SIDM01793","SIDG39666","","Broad"
"MARF1","Mel-285","Eye","Melanoma","0.06571","3.89","SIDM01793","SIDG17296","","Broad"
"GRHL1","Mel-285","Eye","Melanoma","0.06573","4.042","SIDM01793","SIDG10643","","Broad"
"ZKSCAN2","Mel-285","Eye","Melanoma","0.06577","4.047","SIDM01793","SIDG41637","","Broad"
"PCDHGA5","Mel-285","Eye","Melanoma","0.06578","3.943","SIDM01793","SIDG24089","","Broad"
"SRARP","Mel-285","Eye","Melanoma","0.06578","3.996","SIDM01793","SIDG36403","","Broad"
"KCNG4","Mel-285","Eye","Melanoma","0.06581","3.891","SIDM01793","SIDG13508","","Broad"
"MPPED2","Mel-285","Eye","Melanoma","0.06585","3.891","SIDM01793","SIDG19967","","Broad"
"SPAG16","Mel-285","Eye","Melanoma","0.06595","3.94","SIDM01793","SIDG36143","","Broad"
"TMIGD2","Mel-285","Eye","Melanoma","0.06598","4.067","SIDM01793","SIDG38151","","Broad"
"LRIG3","Mel-285","Eye","Melanoma","0.06603","4.046","SIDM01793","SIDG16756","","Broad"
"ENTPD8","Mel-285","Eye","Melanoma","0.06606","3.945","SIDM01793","SIDG07849","","Broad"
"NEUROD6","Mel-285","Eye","Melanoma","0.06617","3.995","SIDM01793","SIDG21743","","Broad"
"DNAJB7","Mel-285","Eye","Melanoma","0.06619","4.047","SIDM01793","SIDG06733","","Broad"
"TBC1D12","Mel-285","Eye","Melanoma","0.06623","3.996","SIDM01793","SIDG37236","","Broad"
"ACYP1","Mel-285","Eye","Melanoma","0.06627","4.051","SIDM01793","SIDG00353","","Broad"
"GABRA1","Mel-285","Eye","Melanoma","0.06628","4.051","SIDM01793","SIDG09695","","Broad"
"IP6K3","Mel-285","Eye","Melanoma","0.06631","4.051","SIDM01793","SIDG13161","","Broad"
"CD99","Mel-285","Eye","Melanoma","0.06632","3.894","SIDM01793","SIDG03993","","Broad"
"CACNA2D1","Mel-285","Eye","Melanoma","0.06635","4.07","SIDM01793","SIDG03315","","Broad"
"LMBRD2","Mel-285","Eye","Melanoma","0.06635","4.051","SIDM01793","SIDG16651","","Broad"
"ABCC2","Mel-285","Eye","Melanoma","0.06638","3.948","SIDM01793","SIDG00077","","Broad"
"CCPG1","Mel-285","Eye","Melanoma","0.06641","4.048","SIDM01793","SIDG03879","","Broad"
"SLAMF6","Mel-285","Eye","Melanoma","0.06645","3.948","SIDM01793","SIDG34524","","Broad"
"DDX60","Mel-285","Eye","Melanoma","0.06646","4.001","SIDM01793","SIDG06268","","Broad"
"ZPLD1","Mel-285","Eye","Melanoma","0.06647","4.001","SIDM01793","SIDG42414","","Broad"
"IL11","Mel-285","Eye","Melanoma","0.0665","3.998","SIDM01793","SIDG12973","","Broad"
"WWP2","Mel-285","Eye","Melanoma","0.06654","3.944","SIDM01793","SIDG41197","","Broad"
"SUSD5","Mel-285","Eye","Melanoma","0.06659","4.237","SIDM01793","SIDG36932","","Broad"
"GNA15","Mel-285","Eye","Melanoma","0.06659","3.949","SIDM01793","SIDG10279","","Broad"
"STAMBPL1","Mel-285","Eye","Melanoma","0.06662","4.002","SIDM01793","SIDG36658","","Broad"
"TUBA1B","Mel-285","Eye","Melanoma","0.06664","4.072","SIDM01793","SIDG39888","true","Broad"
"ZNF311","Mel-285","Eye","Melanoma","0.06669","4.051","SIDM01793","SIDG41926","","Broad"
"ZNF280C","Mel-285","Eye","Melanoma","0.06674","4.05","SIDM01793","SIDG41906","","Broad"
"KCNN1","Mel-285","Eye","Melanoma","0.06675","4.073","SIDM01793","SIDG13568","","Broad"
"MXRA8","Mel-285","Eye","Melanoma","0.06677","4","SIDM01793","SIDG21083","","Broad"
"STON2","Mel-285","Eye","Melanoma","0.06677","4","SIDM01793","SIDG36756","","Broad"
"ALCAM","Mel-285","Eye","Melanoma","0.06678","4.051","SIDM01793","SIDG00794","","Broad"
"PRR32","Mel-285","Eye","Melanoma","0.06685","3.898","SIDM01793","SIDG25934","","Broad"
"KCNK17","Mel-285","Eye","Melanoma","0.06687","3.951","SIDM01793","SIDG13556","","Broad"
"GRB7","Mel-285","Eye","Melanoma","0.06692","3.947","SIDM01793","SIDG10636","","Broad"
"ZNF792","Mel-285","Eye","Melanoma","0.06696","4.056","SIDM01793","SIDG42321","","Broad"
"MYO7B","Mel-285","Eye","Melanoma","0.06699","4.24","SIDM01793","SIDG21191","","Broad"
"HES5","Mel-285","Eye","Melanoma","0.067","4.005","SIDM01793","SIDG11202","","Broad"
"CHST1","Mel-285","Eye","Melanoma","0.06702","4.052","SIDM01793","SIDG04643","","Broad"
"ILKAP","Mel-285","Eye","Melanoma","0.06704","4.005","SIDM01793","SIDG13041","","Broad"
"SLC29A3","Mel-285","Eye","Melanoma","0.06709","4.053","SIDM01793","SIDG34891","","Broad"
"ORAI3","Mel-285","Eye","Melanoma","0.06712","4.054","SIDM01793","SIDG23615","","Broad"
"BCL6","Mel-285","Eye","Melanoma","0.06722","3.954","SIDM01793","SIDG02191","","Broad"
"SMIM9","Mel-285","Eye","Melanoma","0.06726","4.055","SIDM01793","SIDG35154","","Broad"
"ZEB1","Mel-285","Eye","Melanoma","0.06728","4.243","SIDM01793","SIDG41549","","Broad"
"ASB7","Mel-285","Eye","Melanoma","0.06734","4.055","SIDM01793","SIDG01617","","Broad"
"PPM1H","Mel-285","Eye","Melanoma","0.06741","4.059","SIDM01793","SIDG25497","","Broad"
"ZNF713","Mel-285","Eye","Melanoma","0.06743","3.951","SIDM01793","SIDG42248","","Broad"
"CCNG2","Mel-285","Eye","Melanoma","0.06748","4.005","SIDM01793","SIDG03851","","Broad"
"SLC43A1","Mel-285","Eye","Melanoma","0.06755","3.952","SIDM01793","SIDG34983","","Broad"
"HCRTR1","Mel-285","Eye","Melanoma","0.06755","3.903","SIDM01793","SIDG11108","","Broad"
"ANKRD33","Mel-285","Eye","Melanoma","0.06757","4.005","SIDM01793","SIDG01067","","Broad"
"TBC1D32","Mel-285","Eye","Melanoma","0.06759","4.079","SIDM01793","SIDG37257","","Broad"
"ZBBX","Mel-285","Eye","Melanoma","0.06763","4.058","SIDM01793","SIDG41403","","Broad"
"SHOC1","Mel-285","Eye","Melanoma","0.06765","4.006","SIDM01793","SIDG02979","","Broad"
"RASL11A","Mel-285","Eye","Melanoma","0.06775","4.062","SIDM01793","SIDG26756","","Broad"
"WDR35","Mel-285","Eye","Melanoma","0.06777","3.958","SIDM01793","SIDG41054","","Broad"
"MAP4K3","Mel-285","Eye","Melanoma","0.06777","4.01","SIDM01793","SIDG17224","","Broad"
"ARMC9","Mel-285","Eye","Melanoma","0.06778","3.954","SIDM01793","SIDG01524","","Broad"
"KDF1","Mel-285","Eye","Melanoma","0.06779","4.007","SIDM01793","SIDG13628","","Broad"
"FABP1","Mel-285","Eye","Melanoma","0.06782","4.058","SIDM01793","SIDG08281","","Broad"
"LHX6","Mel-285","Eye","Melanoma","0.06787","4.011","SIDM01793","SIDG14596","","Broad"
"P2RX4","Mel-285","Eye","Melanoma","0.06799","4.082","SIDM01793","SIDG23746","","Broad"
"GALNT8","Mel-285","Eye","Melanoma","0.06802","3.96","SIDM01793","SIDG09769","","Broad"
"SYCP2","Mel-285","Eye","Melanoma","0.06805","4.249","SIDM01793","SIDG36964","","Broad"
"CISD1","Mel-285","Eye","Melanoma","0.06808","3.961","SIDM01793","SIDG04721","","Broad"
"NLGN4X","Mel-285","Eye","Melanoma","0.06812","4.083","SIDM01793","SIDG21925","","Broad"
"PSMB9","Mel-285","Eye","Melanoma","0.06812","4.009","SIDM01793","SIDG26083","","Broad"
"NCKIPSD","Mel-285","Eye","Melanoma","0.06815","3.908","SIDM01793","SIDG21473","","Broad"
"ZNF772","Mel-285","Eye","Melanoma","0.06818","3.908","SIDM01793","SIDG42300","","Broad"
"HTR1F","Mel-285","Eye","Melanoma","0.06819","3.957","SIDM01793","SIDG12170","","Broad"
"PRRT2","Mel-285","Eye","Melanoma","0.0682","3.908","SIDM01793","SIDG25951","","Broad"
"CGNL1","Mel-285","Eye","Melanoma","0.06821","4.084","SIDM01793","SIDG04503","","Broad"
"ITGAX","Mel-285","Eye","Melanoma","0.06827","4.011","SIDM01793","SIDG13307","","Broad"
"TM6SF1","Mel-285","Eye","Melanoma","0.0684","3.909","SIDM01793","SIDG37806","","Broad"
"EFCAB5","Mel-285","Eye","Melanoma","0.06844","4.012","SIDM01793","SIDG07411","","Broad"
"IVD","Mel-285","Eye","Melanoma","0.06845","4.086","SIDM01793","SIDG13357","","Broad"
"TFRC","Mel-285","Eye","Melanoma","0.06853","3.964","SIDM01793","SIDG37562","","Broad"
"RXFP4","Mel-285","Eye","Melanoma","0.06854","4.253","SIDM01793","SIDG33552","","Broad"
"SLC25A51","Mel-285","Eye","Melanoma","0.06855","4.068","SIDM01793","SIDG34862","","Broad"
"KCTD4","Mel-285","Eye","Melanoma","0.06855","4.087","SIDM01793","SIDG13596","","Broad"
"SBSPON","Mel-285","Eye","Melanoma","0.0686","4.253","SIDM01793","SIDG33723","","Broad"
"MMD2","Mel-285","Eye","Melanoma","0.0686","4.065","SIDM01793","SIDG19832","","Broad"
"KIF13B","Mel-285","Eye","Melanoma","0.0686","4.013","SIDM01793","SIDG13744","","Broad"
"EVI2B","Mel-285","Eye","Melanoma","0.0686","4.068","SIDM01793","SIDG08180","","Broad"
"NOA1","Mel-285","Eye","Melanoma","0.06861","4.064","SIDM01793","SIDG22021","","Broad"
"CHRNE","Mel-285","Eye","Melanoma","0.06862","4.068","SIDM01793","SIDG04641","","Broad"
"PLXNA3","Mel-285","Eye","Melanoma","0.06866","4.068","SIDM01793","SIDG25072","","Broad"
"CAPN6","Mel-285","Eye","Melanoma","0.06868","4.088","SIDM01793","SIDG03426","","Broad"
"FBP1","Mel-285","Eye","Melanoma","0.06878","3.966","SIDM01793","SIDG08849","","Broad"
"UBE2B","Mel-285","Eye","Melanoma","0.06878","4.018","SIDM01793","SIDG40095","","Broad"
"PTDSS1","Mel-285","Eye","Melanoma","0.06879","4.069","SIDM01793","SIDG26198","","Broad"
"LRFN2","Mel-285","Eye","Melanoma","0.06882","4.07","SIDM01793","SIDG16747","","Broad"
"IMPACT","Mel-285","Eye","Melanoma","0.06883","4.066","SIDM01793","SIDG13057","","Broad"
"RWDD2A","Mel-285","Eye","Melanoma","0.06886","4.07","SIDM01793","SIDG33543","","Broad"
"HECTD2","Mel-285","Eye","Melanoma","0.06888","3.967","SIDM01793","SIDG11153","","Broad"
"CCR6","Mel-285","Eye","Melanoma","0.06889","4.07","SIDM01793","SIDG03885","","Broad"
"MAGEB3","Mel-285","Eye","Melanoma","0.06896","4.016","SIDM01793","SIDG17101","","Broad"
"ZNF771","Mel-285","Eye","Melanoma","0.069","4.067","SIDM01793","SIDG42299","","Broad"
"ZNF230","Mel-285","Eye","Melanoma","0.06906","4.016","SIDM01793","SIDG41866","","Broad"
"MAPK1","Mel-285","Eye","Melanoma","0.06909","4.02","SIDM01793","SIDG17235","","Broad"
"RC3H2","Mel-285","Eye","Melanoma","0.06909","4.068","SIDM01793","SIDG26947","","Broad"
"COL10A1","Mel-285","Eye","Melanoma","0.06913","4.069","SIDM01793","SIDG05121","","Broad"
"TSPAN16","Mel-285","Eye","Melanoma","0.06915","4.021","SIDM01793","SIDG39694","","Broad"
"CHRNA2","Mel-285","Eye","Melanoma","0.06917","3.915","SIDM01793","SIDG04628","","Broad"
"NDUFS7","Mel-285","Eye","Melanoma","0.06921","4.258","SIDM01793","SIDG21649","","Broad"
"EFCAB2","Mel-285","Eye","Melanoma","0.06941","4.26","SIDM01793","SIDG07409","","Broad"
"DBN1","Mel-285","Eye","Melanoma","0.06943","4.071","SIDM01793","SIDG06081","","Broad"
"AGBL4","Mel-285","Eye","Melanoma","0.06955","4.02","SIDM01793","SIDG00603","","Broad"
"PRKD3","Mel-285","Eye","Melanoma","0.06959","4.02","SIDM01793","SIDG25802","","Broad"
"RGP1","Mel-285","Eye","Melanoma","0.06967","3.918","SIDM01793","SIDG27127","","Broad"
"MSMB","Mel-285","Eye","Melanoma","0.06971","3.968","SIDM01793","SIDG20356","","Broad"
"MMP9","Mel-285","Eye","Melanoma","0.0698","3.974","SIDM01793","SIDG19843","","Broad"
"ST8SIA3","Mel-285","Eye","Melanoma","0.06981","4.263","SIDM01793","SIDG36605","","Broad"
"SMPDL3B","Mel-285","Eye","Melanoma","0.06982","4.022","SIDM01793","SIDG35209","","Broad"
"COX6A2","Mel-285","Eye","Melanoma","0.06986","3.92","SIDM01793","SIDG05243","","Broad"
"TBC1D13","Mel-285","Eye","Melanoma","0.0699","3.92","SIDM01793","SIDG37237","","Broad"
"DHX30","Mel-285","Eye","Melanoma","0.06991","4.074","SIDM01793","SIDG06546","","Broad"
"LDB2","Mel-285","Eye","Melanoma","0.06996","4.027","SIDM01793","SIDG14483","","Broad"
"IRAK2","Mel-285","Eye","Melanoma","0.06996","4.023","SIDM01793","SIDG13218","","Broad"
"RHOC","Mel-285","Eye","Melanoma","0.07002","3.921","SIDM01793","SIDG27190","","Broad"
"KHDRBS3","Mel-285","Eye","Melanoma","0.07007","4.076","SIDM01793","SIDG13666","","Broad"
"NEURL1B","Mel-285","Eye","Melanoma","0.0701","4.076","SIDM01793","SIDG21736","","Broad"
"KCNV1","Mel-285","Eye","Melanoma","0.07012","4.028","SIDM01793","SIDG13590","","Broad"
"CPEB1","Mel-285","Eye","Melanoma","0.07015","4.099","SIDM01793","SIDG05315","","Broad"
"CLDND2","Mel-285","Eye","Melanoma","0.07028","3.972","SIDM01793","SIDG04810","","Broad"
"CPNE4","Mel-285","Eye","Melanoma","0.07031","4.025","SIDM01793","SIDG05337","","Broad"
"ESRRG","Mel-285","Eye","Melanoma","0.07031","4.078","SIDM01793","SIDG08138","","Broad"
"GSR","Mel-285","Eye","Melanoma","0.07039","4.078","SIDM01793","SIDG10734","","Broad"
"SPAST","Mel-285","Eye","Melanoma","0.07043","4.268","SIDM01793","SIDG36162","","Broad"
"NOS1","Mel-285","Eye","Melanoma","0.07044","4.082","SIDM01793","SIDG22069","","Broad"
"CFI","Mel-285","Eye","Melanoma","0.07045","4.079","SIDM01793","SIDG04471","","Broad"
"R3HDM2","Mel-285","Eye","Melanoma","0.07065","4.028","SIDM01793","SIDG26458","","Broad"
"RFESD","Mel-285","Eye","Melanoma","0.07065","4.083","SIDM01793","SIDG27077","","Broad"
"CD28","Mel-285","Eye","Melanoma","0.07067","4.103","SIDM01793","SIDG03956","","Broad"
"RBM18","Mel-285","Eye","Melanoma","0.07072","4.028","SIDM01793","SIDG26832","","Broad"
"TLNRD1","Mel-285","Eye","Melanoma","0.07074","4.103","SIDM01793","SIDG37777","","Broad"
"PLEKHG4","Mel-285","Eye","Melanoma","0.07083","3.927","SIDM01793","SIDG25001","","Broad"
"KIF5A","Mel-285","Eye","Melanoma","0.0709","3.976","SIDM01793","SIDG13734","","Broad"
"ZNF547","Mel-285","Eye","Melanoma","0.07091","4.085","SIDM01793","SIDG42089","","Broad"
"BRS3","Mel-285","Eye","Melanoma","0.07092","4.03","SIDM01793","SIDG02543","","Broad"
"ISM2","Mel-285","Eye","Melanoma","0.07092","3.977","SIDM01793","SIDG13270","","Broad"
"MAGEF1","Mel-285","Eye","Melanoma","0.07094","4.085","SIDM01793","SIDG17119","","Broad"
"CAGE1","Mel-285","Eye","Melanoma","0.07094","4.105","SIDM01793","SIDG03350","","Broad"
"MLPH","Mel-285","Eye","Melanoma","0.07099","4.272","SIDM01793","SIDG19818","","Broad"
"SCML1","Mel-285","Eye","Melanoma","0.07103","3.977","SIDM01793","SIDG33832","","Broad"
"TIAF1","Mel-285","Eye","Melanoma","0.07107","4.273","SIDM01793","SIDG37687","","Broad"
"OSBPL7","Mel-285","Eye","Melanoma","0.07108","3.978","SIDM01793","SIDG23637","","Broad"
"CADM1","Mel-285","Eye","Melanoma","0.0711","4.035","SIDM01793","SIDG03340","","Broad"
"UBL7","Mel-285","Eye","Melanoma","0.07113","3.929","SIDM01793","SIDG40208","","Broad"
"TRPV4","Mel-285","Eye","Melanoma","0.07118","4.274","SIDM01793","SIDG39421","","Broad"
"STOX2","Mel-285","Eye","Melanoma","0.0712","3.929","SIDM01793","SIDG36758","","Broad"
"BGLAP","Mel-285","Eye","Melanoma","0.0712","4.032","SIDM01793","SIDG02270","","Broad"
"MYRIP","Mel-285","Eye","Melanoma","0.07124","4.032","SIDM01793","SIDG21239","","Broad"
